Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
27124,9/29/17,5.49185E+15,2,vegetarian spicy miso
27125,9/29/17,6.32077E+15,1,burnt garlic tonkotsu ramen
27126,9/29/17,6.32077E+15,1,burnt garlic tonkotsu ramen
27127,9/29/17,8.73676E+15,1,shio ramen
27128,9/29/17,8.73676E+15,1,shio ramen
27129,9/29/17,5.01862E+15,1,miso crab ramen
27130,9/29/17,5.01862E+15,1,miso crab ramen
27131,9/29/17,5.21881E+15,3,vegetarian spicy miso
27132,9/29/17,5.21881E+15,3,vegetarian spicy miso
27133,9/29/17,3.20374E+15,1,tori paitan ramen
27134,9/29/17,3.20374E+15,1,tori paitan ramen
27135,9/29/17,4.60193E+15,4,vegetarian spicy miso
27136,9/29/17,4.60193E+15,4,vegetarian spicy miso
27137,9/29/17,1.31087E+15,1,nagomi shoyu
27138,9/29/17,1.31087E+15,1,nagomi shoyu
27139,9/29/17,6.7905E+15,1,vegetarian curry + king trumpet mushroom ramen
27140,9/29/17,6.7905E+15,1,vegetarian curry + king trumpet mushroom ramen
27141,9/29/17,2.82438E+15,1,shio ramen
27142,9/29/17,2.82438E+15,1,shio ramen
27143,9/29/17,1.95938E+15,1,miso crab ramen
27144,9/29/17,1.95938E+15,1,miso crab ramen
27145,9/29/17,2.33218E+15,1,soft-shell miso crab ramen
27146,9/29/17,2.33218E+15,1,soft-shell miso crab ramen
27147,9/29/17,2.13375E+15,1,vegetarian curry + king trumpet mushroom ramen
27148,9/29/17,2.13375E+15,1,vegetarian curry + king trumpet mushroom ramen
27149,9/29/17,6.58196E+15,1,vegetarian curry + king trumpet mushroom ramen
27150,9/29/17,6.58196E+15,1,vegetarian curry + king trumpet mushroom ramen
27151,9/29/17,3.28783E+15,1,nagomi shoyu
27152,9/29/17,3.28783E+15,1,nagomi shoyu
27153,9/29/17,5.25866E+15,1,truffle butter ramen
27154,9/29/17,5.25866E+15,1,truffle butter ramen
27155,9/29/17,2.41105E+15,1,burnt garlic tonkotsu ramen
27156,9/29/17,2.41105E+15,1,burnt garlic tonkotsu ramen
27157,9/29/17,1.57079E+14,3,spicy miso ramen
27158,9/29/17,1.57079E+14,3,spicy miso ramen
27159,9/29/17,2.82033E+14,1,tonkotsu ramen
27160,9/29/17,2.82033E+14,1,tonkotsu ramen
27161,9/29/17,9.94808E+15,1,shio ramen
27162,9/29/17,9.94808E+15,1,shio ramen
27163,9/29/17,2.62051E+15,1,miso crab ramen
27164,9/29/17,2.62051E+15,1,miso crab ramen
27165,9/29/17,6.68762E+15,2,tonkotsu ramen
27166,9/29/17,6.68762E+15,2,tonkotsu ramen
27167,9/29/17,1.0297E+15,1,spicy miso ramen
27168,9/29/17,1.0297E+15,1,spicy miso ramen
27169,9/29/17,5.07023E+15,1,vegetarian spicy miso
27170,9/29/17,5.07023E+15,1,vegetarian spicy miso
27171,9/29/17,6.37526E+15,1,vegetarian spicy miso
27172,9/29/17,6.37526E+15,1,vegetarian spicy miso
27173,9/29/17,2.54683E+15,1,truffle butter ramen
27174,9/29/17,2.54683E+15,1,truffle butter ramen
27175,9/30/17,5.91636E+15,1,tori paitan ramen
27176,9/30/17,5.91636E+15,1,tori paitan ramen
27177,9/30/17,3.67803E+15,1,burnt garlic tonkotsu ramen
27178,9/30/17,3.67803E+15,1,burnt garlic tonkotsu ramen
27179,9/30/17,6.26619E+14,1,miso crab ramen
27180,9/30/17,6.26619E+14,1,miso crab ramen
27181,10/1/17,4.27155E+15,1,truffle butter ramen
27182,10/1/17,4.27155E+15,1,truffle butter ramen
27183,10/1/17,2.10918E+15,4,soft-shell miso crab ramen
27184,10/1/17,2.10918E+15,4,soft-shell miso crab ramen
27185,10/1/17,6.845E+14,3,tonkotsu ramen
27186,10/1/17,6.845E+14,3,tonkotsu ramen
27187,10/1/17,5.52792E+15,1,vegetarian curry + king trumpet mushroom ramen
27188,10/1/17,5.52792E+15,1,vegetarian curry + king trumpet mushroom ramen
27189,10/1/17,8.58826E+15,1,vegetarian spicy miso
27190,10/1/17,8.58826E+15,1,vegetarian spicy miso
27191,10/1/17,9.18658E+15,1,miso crab ramen
27192,10/1/17,9.18658E+15,1,miso crab ramen
27193,10/1/17,4.8306E+15,2,soft-shell miso crab ramen
27194,10/1/17,4.8306E+15,2,soft-shell miso crab ramen
27195,10/1/17,4.21309E+15,3,vegetarian spicy miso
27196,10/1/17,4.21309E+15,3,vegetarian spicy miso
27197,10/1/17,6.68901E+15,1,spicy miso ramen
27198,10/1/17,6.68901E+15,1,spicy miso ramen
27199,10/1/17,6.0586E+15,2,tonkotsu ramen
27200,10/1/17,6.0586E+15,2,tonkotsu ramen
27201,10/1/17,8.2894E+14,1,shio ramen
27202,10/1/17,8.2894E+14,1,shio ramen
27203,10/1/17,3.28045E+15,1,nagomi shoyu
27204,10/1/17,3.28045E+15,1,nagomi shoyu
27205,10/1/17,3.19717E+15,1,vegetarian spicy miso
27206,10/1/17,3.19717E+15,1,vegetarian spicy miso
27207,10/1/17,9.06787E+15,1,tonkotsu ramen
27208,10/1/17,9.06787E+15,1,tonkotsu ramen
27209,10/1/17,5.10803E+15,1,burnt garlic tonkotsu ramen
27210,10/1/17,5.10803E+15,1,burnt garlic tonkotsu ramen
27211,10/1/17,8.12223E+15,1,miso crab ramen
27212,10/1/17,8.12223E+15,1,miso crab ramen
27213,10/1/17,7.16259E+15,1,soft-shell miso crab ramen
27214,10/1/17,7.16259E+15,1,soft-shell miso crab ramen
27215,10/1/17,8.09092E+15,1,miso crab ramen
27216,10/1/17,8.09092E+15,1,miso crab ramen
27217,10/1/17,2.86674E+15,1,burnt garlic tonkotsu ramen
27218,10/1/17,2.86674E+15,1,burnt garlic tonkotsu ramen
27219,10/1/17,8.14753E+15,4,tonkotsu ramen
27220,10/1/17,8.14753E+15,4,tonkotsu ramen
27221,10/1/17,2.94757E+15,2,nagomi shoyu
27222,10/1/17,2.94757E+15,2,nagomi shoyu
27223,10/1/17,6.59643E+15,1,tori paitan ramen
27224,10/1/17,6.59643E+15,1,tori paitan ramen
27225,10/1/17,5.27718E+15,1,burnt garlic tonkotsu ramen
27226,10/1/17,5.27718E+15,1,burnt garlic tonkotsu ramen
27227,10/1/17,5.439E+15,1,nagomi shoyu
27228,10/1/17,5.439E+15,1,nagomi shoyu
27229,10/1/17,9.30456E+15,1,tonkotsu ramen
27230,10/1/17,9.30456E+15,1,tonkotsu ramen
27231,10/1/17,6.18605E+15,2,miso crab ramen
27232,10/1/17,6.18605E+15,2,miso crab ramen
27233,10/1/17,6.40663E+15,1,shio ramen
27234,10/1/17,6.40663E+15,1,shio ramen
27235,10/1/17,3.72821E+15,1,vegetarian spicy miso
27236,10/1/17,3.72821E+15,1,vegetarian spicy miso
27237,10/1/17,7.15444E+15,1,vegetarian spicy miso
27238,10/1/17,7.15444E+15,1,vegetarian spicy miso
27239,10/2/17,3.33382E+15,1,shio ramen
27240,10/2/17,3.33382E+15,1,shio ramen
27241,10/2/17,3.04601E+15,4,nagomi shoyu
27242,10/2/17,3.04601E+15,4,nagomi shoyu
27243,10/2/17,8.87209E+15,1,tori paitan ramen
27244,10/2/17,8.87209E+15,1,tori paitan ramen
27245,10/2/17,8.71961E+15,2,truffle butter ramen
27246,10/2/17,8.71961E+15,2,truffle butter ramen
27247,10/2/17,4.06133E+15,1,spicy miso ramen
27248,10/2/17,4.06133E+15,1,spicy miso ramen
27249,10/2/17,2.67191E+15,1,vegetarian spicy miso
27250,10/2/17,2.67191E+15,1,vegetarian spicy miso
27251,10/2/17,4.65638E+14,1,tonkotsu ramen
27252,10/2/17,4.65638E+14,1,tonkotsu ramen
27253,10/2/17,4.691E+15,1,burnt garlic tonkotsu ramen
27254,10/2/17,4.691E+15,1,burnt garlic tonkotsu ramen
27255,10/2/17,7.51771E+15,2,vegetarian curry + king trumpet mushroom ramen
27256,10/2/17,7.51771E+15,2,vegetarian curry + king trumpet mushroom ramen
27257,10/2/17,9.50861E+14,1,vegetarian spicy miso
27258,10/2/17,9.50861E+14,1,vegetarian spicy miso
27259,10/2/17,7.60574E+14,2,truffle butter ramen
27260,10/2/17,7.60574E+14,2,truffle butter ramen
27261,10/2/17,7.89895E+15,2,burnt garlic tonkotsu ramen
27262,10/2/17,7.89895E+15,2,burnt garlic tonkotsu ramen
27263,10/2/17,8.05519E+15,2,miso crab ramen
27264,10/2/17,8.05519E+15,2,miso crab ramen
27265,10/2/17,3.28782E+15,1,tori paitan ramen
27266,10/2/17,3.28782E+15,1,tori paitan ramen
27267,10/2/17,9.99546E+15,2,shio ramen
27268,10/2/17,9.99546E+15,2,shio ramen
27269,10/2/17,4.25093E+15,1,shio ramen
27270,10/2/17,4.25093E+15,1,shio ramen
27271,10/2/17,2.49487E+15,1,tori paitan ramen
27272,10/2/17,2.49487E+15,1,tori paitan ramen
27273,10/2/17,4.02098E+14,1,burnt garlic tonkotsu ramen
27274,10/2/17,4.02098E+14,1,burnt garlic tonkotsu ramen
27275,10/2/17,2.89176E+15,1,burnt garlic tonkotsu ramen
27276,10/2/17,2.89176E+15,1,burnt garlic tonkotsu ramen
27277,10/2/17,3.51239E+15,4,tonkotsu ramen
27278,10/2/17,3.51239E+15,4,tonkotsu ramen
27279,10/2/17,9.84154E+14,4,vegetarian curry + king trumpet mushroom ramen
27280,10/2/17,9.84154E+14,4,vegetarian curry + king trumpet mushroom ramen
27281,10/2/17,9.80493E+15,1,miso crab ramen
27282,10/2/17,9.80493E+15,1,miso crab ramen
27283,10/2/17,2.92752E+15,1,tori paitan ramen
27284,10/2/17,2.92752E+15,1,tori paitan ramen
27285,10/2/17,4.48312E+15,1,nagomi shoyu
27286,10/2/17,4.48312E+15,1,nagomi shoyu
27287,10/2/17,7.42672E+15,1,truffle butter ramen
27288,10/2/17,7.42672E+15,1,truffle butter ramen
27289,10/2/17,1.77073E+15,1,tonkotsu ramen
27290,10/2/17,1.77073E+15,1,tonkotsu ramen
27291,10/2/17,6.38788E+14,1,soft-shell miso crab ramen
27292,10/2/17,6.38788E+14,1,soft-shell miso crab ramen
27293,10/2/17,3.12433E+15,1,miso crab ramen
27294,10/2/17,3.12433E+15,1,miso crab ramen
27295,10/2/17,6.27493E+15,1,vegetarian spicy miso
27296,10/2/17,6.27493E+15,1,vegetarian spicy miso
27297,10/2/17,9.27532E+15,2,miso crab ramen
27298,10/2/17,9.27532E+15,2,miso crab ramen
27299,10/2/17,5.97982E+15,1,vegetarian spicy miso
27300,10/2/17,5.97982E+15,1,vegetarian spicy miso
27301,10/2/17,4.2099E+15,1,soft-shell miso crab ramen
27302,10/2/17,4.2099E+15,1,soft-shell miso crab ramen
27303,10/3/17,7.27075E+14,1,spicy miso ramen
27304,10/3/17,7.27075E+14,1,spicy miso ramen
27305,10/3/17,8.73979E+15,4,truffle butter ramen
27306,10/3/17,8.73979E+15,4,truffle butter ramen
27307,10/3/17,7.26297E+15,1,tori paitan ramen
27308,10/3/17,7.26297E+15,1,tori paitan ramen
27309,10/3/17,9.35079E+15,1,burnt garlic tonkotsu ramen
27310,10/3/17,9.35079E+15,1,burnt garlic tonkotsu ramen
27311,10/3/17,7.23316E+15,3,nagomi shoyu
27312,10/3/17,7.23316E+15,3,nagomi shoyu
27313,10/3/17,7.22767E+15,1,vegetarian curry + king trumpet mushroom ramen
27314,10/3/17,7.22767E+15,1,vegetarian curry + king trumpet mushroom ramen
27315,10/3/17,6.02253E+15,3,burnt garlic tonkotsu ramen
27316,10/3/17,6.02253E+15,3,burnt garlic tonkotsu ramen
27317,10/3/17,2.05707E+13,4,shio ramen
27318,10/3/17,2.05707E+13,4,shio ramen
27319,10/3/17,4.37387E+15,1,nagomi shoyu
27320,10/3/17,4.37387E+15,1,nagomi shoyu
27321,10/3/17,6.42178E+15,1,vegetarian spicy miso
27322,10/3/17,6.42178E+15,1,vegetarian spicy miso
27323,10/3/17,4.61271E+15,1,vegetarian curry + king trumpet mushroom ramen
27324,10/3/17,4.61271E+15,1,vegetarian curry + king trumpet mushroom ramen
27325,10/3/17,2.98461E+15,1,tonkotsu ramen
27326,10/3/17,2.98461E+15,1,tonkotsu ramen
27327,10/3/17,1.83194E+15,1,spicy miso ramen
27328,10/3/17,1.83194E+15,1,spicy miso ramen
27329,10/3/17,3.05019E+15,1,shio ramen
27330,10/3/17,3.05019E+15,1,shio ramen
27331,10/3/17,2.59515E+15,1,burnt garlic tonkotsu ramen
27332,10/3/17,2.59515E+15,1,burnt garlic tonkotsu ramen
27333,10/3/17,8.11279E+15,2,tonkotsu ramen
27334,10/3/17,8.11279E+15,2,tonkotsu ramen
27335,10/3/17,5.97864E+15,1,nagomi shoyu
27336,10/3/17,5.97864E+15,1,nagomi shoyu
27337,10/3/17,4.89774E+15,1,truffle butter ramen
27338,10/3/17,4.89774E+15,1,truffle butter ramen
27339,10/3/17,2.03274E+15,1,vegetarian spicy miso
27340,10/3/17,2.03274E+15,1,vegetarian spicy miso
27341,10/3/17,5.70947E+15,1,burnt garlic tonkotsu ramen
27342,10/3/17,5.70947E+15,1,burnt garlic tonkotsu ramen
27343,10/3/17,2.9643E+15,3,vegetarian spicy miso
27344,10/3/17,2.9643E+15,3,vegetarian spicy miso
27345,10/3/17,6.05709E+15,1,tonkotsu ramen
27346,10/3/17,6.05709E+15,1,tonkotsu ramen
27347,10/3/17,2.45085E+15,3,tonkotsu ramen
27348,10/3/17,2.45085E+15,3,tonkotsu ramen
27349,10/3/17,2.75858E+15,2,vegetarian spicy miso
27350,10/3/17,2.75858E+15,2,vegetarian spicy miso
27351,10/3/17,2.58753E+15,1,truffle butter ramen
27352,10/3/17,2.58753E+15,1,truffle butter ramen
27353,10/3/17,2.22125E+15,1,spicy miso ramen
27354,10/3/17,2.22125E+15,1,spicy miso ramen
27355,10/3/17,2.89921E+15,1,tori paitan ramen
27356,10/3/17,2.89921E+15,1,tori paitan ramen
27357,10/3/17,8.18959E+15,2,burnt garlic tonkotsu ramen
27358,10/3/17,8.18959E+15,2,burnt garlic tonkotsu ramen
27359,10/3/17,3.68045E+14,1,vegetarian spicy miso
27360,10/3/17,3.68045E+14,1,vegetarian spicy miso
27361,10/3/17,2.98895E+15,1,vegetarian spicy miso
27362,10/3/17,2.98895E+15,1,vegetarian spicy miso
27363,10/3/17,5.30787E+14,1,miso crab ramen
27364,10/3/17,5.30787E+14,1,miso crab ramen
27365,10/3/17,9.83551E+15,1,nagomi shoyu
27366,10/3/17,9.83551E+15,1,nagomi shoyu
27367,10/3/17,2.91395E+15,2,vegetarian curry + king trumpet mushroom ramen
27368,10/3/17,2.91395E+15,2,vegetarian curry + king trumpet mushroom ramen
27369,10/3/17,9.98188E+15,1,burnt garlic tonkotsu ramen
27370,10/3/17,9.98188E+15,1,burnt garlic tonkotsu ramen
27371,10/3/17,4.78022E+15,1,nagomi shoyu
27372,10/3/17,4.78022E+15,1,nagomi shoyu
27373,10/3/17,4.16441E+15,2,nagomi shoyu
27374,10/3/17,4.16441E+15,2,nagomi shoyu
27375,10/3/17,5.96573E+15,1,shio ramen
27376,10/3/17,5.96573E+15,1,shio ramen
27377,10/3/17,2.87648E+15,1,nagomi shoyu
27378,10/3/17,2.87648E+15,1,nagomi shoyu
27379,10/3/17,6.67525E+15,1,miso crab ramen
27380,10/3/17,6.67525E+15,1,miso crab ramen
27381,10/3/17,5.58283E+15,2,truffle butter ramen
27382,10/3/17,5.58283E+15,2,truffle butter ramen
27383,10/3/17,5.21206E+14,2,spicy miso ramen
27384,10/3/17,5.21206E+14,2,spicy miso ramen
27385,10/3/17,5.83412E+15,1,tori paitan ramen
27386,10/3/17,5.83412E+15,1,tori paitan ramen
27387,10/3/17,1.53158E+15,1,burnt garlic tonkotsu ramen
27388,10/3/17,1.53158E+15,1,burnt garlic tonkotsu ramen
27389,10/3/17,5.30127E+15,1,vegetarian curry + king trumpet mushroom ramen
27390,10/3/17,5.30127E+15,1,vegetarian curry + king trumpet mushroom ramen
27391,10/3/17,4.12116E+15,1,nagomi shoyu
27392,10/3/17,4.12116E+15,1,nagomi shoyu
27393,10/3/17,5.32494E+15,1,tonkotsu ramen
27394,10/3/17,5.32494E+15,1,tonkotsu ramen
27395,10/3/17,7.30955E+15,1,nagomi shoyu
27396,10/3/17,7.30955E+15,1,nagomi shoyu
27397,10/3/17,3.36757E+15,1,burnt garlic tonkotsu ramen
27398,10/3/17,3.36757E+15,1,burnt garlic tonkotsu ramen
27399,10/3/17,3.85992E+15,1,spicy miso ramen
27400,10/3/17,3.85992E+15,1,spicy miso ramen
27401,10/3/17,3.174E+15,1,nagomi shoyu
27402,10/3/17,3.174E+15,1,nagomi shoyu
27403,10/3/17,9.18509E+15,1,spicy miso ramen
27404,10/3/17,9.18509E+15,1,spicy miso ramen
27405,10/3/17,8.03306E+15,3,tori paitan ramen
27406,10/3/17,8.03306E+15,3,tori paitan ramen
27407,10/3/17,7.72996E+15,1,tori paitan ramen
27408,10/3/17,7.72996E+15,1,tori paitan ramen
27409,10/3/17,4.34487E+15,1,miso crab ramen
27410,10/3/17,4.34487E+15,1,miso crab ramen
27411,10/3/17,8.13795E+15,1,tonkotsu ramen
27412,10/3/17,8.13795E+15,1,tonkotsu ramen
27413,10/3/17,5.17975E+13,1,vegetarian spicy miso
27414,10/3/17,5.17975E+13,1,vegetarian spicy miso
27415,10/3/17,7.17595E+15,1,nagomi shoyu
27416,10/3/17,7.17595E+15,1,nagomi shoyu
27417,10/3/17,9.61453E+14,1,vegetarian spicy miso
27418,10/3/17,9.61453E+14,1,vegetarian spicy miso
27419,10/3/17,2.98848E+15,1,nagomi shoyu
27420,10/3/17,2.98848E+15,1,nagomi shoyu
27421,10/3/17,6.05393E+15,1,miso crab ramen
27422,10/3/17,6.05393E+15,1,miso crab ramen
27423,10/3/17,8.51053E+15,1,nagomi shoyu
27424,10/3/17,8.51053E+15,1,nagomi shoyu
27425,10/3/17,6.42695E+15,3,burnt garlic tonkotsu ramen
27426,10/3/17,6.42695E+15,3,burnt garlic tonkotsu ramen
27427,10/3/17,7.00868E+15,1,tonkotsu ramen
27428,10/3/17,7.00868E+15,1,tonkotsu ramen
27429,10/3/17,1.76438E+15,1,spicy miso ramen
27430,10/3/17,1.76438E+15,1,spicy miso ramen
27431,10/3/17,1.03805E+15,1,shio ramen
27432,10/3/17,1.03805E+15,1,shio ramen
27433,10/3/17,4.89464E+15,1,vegetarian spicy miso
27434,10/3/17,4.89464E+15,1,vegetarian spicy miso
27435,10/3/17,4.01404E+15,1,vegetarian spicy miso
27436,10/3/17,4.01404E+15,1,vegetarian spicy miso
27437,10/3/17,8.47716E+15,1,vegetarian spicy miso
27438,10/3/17,8.47716E+15,1,vegetarian spicy miso
27439,10/3/17,3.91539E+15,1,nagomi shoyu
27440,10/3/17,3.91539E+15,1,nagomi shoyu
27441,10/3/17,5.23258E+14,1,miso crab ramen
27442,10/3/17,5.23258E+14,1,miso crab ramen
27443,10/3/17,5.89804E+15,1,tonkotsu ramen
27444,10/3/17,5.89804E+15,1,tonkotsu ramen
27445,10/3/17,9.14958E+15,1,miso crab ramen
27446,10/3/17,9.14958E+15,1,miso crab ramen
27447,10/3/17,2.82096E+15,1,shio ramen
27448,10/3/17,2.82096E+15,1,shio ramen
27449,10/3/17,5.47095E+15,4,nagomi shoyu
27450,10/3/17,5.47095E+15,4,nagomi shoyu
27451,10/3/17,7.63306E+15,2,shio ramen
27452,10/3/17,7.63306E+15,2,shio ramen
27453,10/3/17,4.96546E+15,1,shio ramen
27454,10/3/17,4.96546E+15,1,shio ramen
27455,10/4/17,8.68711E+15,1,vegetarian curry + king trumpet mushroom ramen
27456,10/4/17,8.68711E+15,1,vegetarian curry + king trumpet mushroom ramen
27457,10/4/17,8.08329E+15,1,vegetarian spicy miso
27458,10/4/17,8.08329E+15,1,vegetarian spicy miso
27459,10/4/17,7.39173E+15,1,shio ramen
27460,10/4/17,7.39173E+15,1,shio ramen
27461,10/4/17,1.91638E+15,1,truffle butter ramen
27462,10/4/17,1.91638E+15,1,truffle butter ramen
27463,10/4/17,5.34213E+15,1,soft-shell miso crab ramen
27464,10/4/17,5.34213E+15,1,soft-shell miso crab ramen
27465,10/4/17,6.65346E+15,1,nagomi shoyu
27466,10/4/17,6.65346E+15,1,nagomi shoyu
27467,10/4/17,2.94312E+15,1,truffle butter ramen
27468,10/4/17,2.94312E+15,1,truffle butter ramen
27469,10/5/17,5.48402E+15,1,truffle butter ramen
27470,10/5/17,5.48402E+15,1,truffle butter ramen
27471,10/5/17,7.05026E+15,4,vegetarian spicy miso
27472,10/5/17,7.05026E+15,4,vegetarian spicy miso
27473,10/5/17,2.51677E+15,3,tonkotsu ramen
27474,10/5/17,2.51677E+15,3,tonkotsu ramen
27475,10/5/17,4.74346E+15,1,shio ramen
27476,10/5/17,4.74346E+15,1,shio ramen
27477,10/5/17,9.66464E+15,2,spicy miso ramen
27478,10/5/17,9.66464E+15,2,spicy miso ramen
27479,10/5/17,6.37885E+15,1,shio ramen
27480,10/5/17,6.37885E+15,1,shio ramen
27481,10/5/17,2.94654E+15,1,nagomi shoyu
27482,10/5/17,2.94654E+15,1,nagomi shoyu
27483,10/5/17,9.81837E+15,1,nagomi shoyu
27484,10/5/17,9.81837E+15,1,nagomi shoyu
27485,10/5/17,9.9733E+15,1,tonkotsu ramen
27486,10/5/17,9.9733E+15,1,tonkotsu ramen
27487,10/5/17,9.42378E+15,1,vegetarian curry + king trumpet mushroom ramen
27488,10/5/17,9.42378E+15,1,vegetarian curry + king trumpet mushroom ramen
27489,10/5/17,5.14897E+15,3,vegetarian curry + king trumpet mushroom ramen
27490,10/5/17,5.14897E+15,3,vegetarian curry + king trumpet mushroom ramen
27491,10/5/17,9.60031E+15,1,vegetarian curry + king trumpet mushroom ramen
27492,10/5/17,9.60031E+15,1,vegetarian curry + king trumpet mushroom ramen
27493,10/5/17,4.34657E+15,2,burnt garlic tonkotsu ramen
27494,10/5/17,4.34657E+15,2,burnt garlic tonkotsu ramen
27495,10/5/17,5.8299E+15,4,truffle butter ramen
27496,10/5/17,5.8299E+15,4,truffle butter ramen
27497,10/5/17,3.89737E+15,1,soft-shell miso crab ramen
27498,10/5/17,3.89737E+15,1,soft-shell miso crab ramen
27499,10/5/17,7.86643E+15,1,truffle butter ramen
27500,10/5/17,7.86643E+15,1,truffle butter ramen
27501,10/5/17,3.4756E+15,1,tori paitan ramen
27502,10/5/17,3.4756E+15,1,tori paitan ramen
27503,10/5/17,7.93404E+15,3,tonkotsu ramen
27504,10/5/17,7.93404E+15,3,tonkotsu ramen
27505,10/5/17,3.64222E+15,1,burnt garlic tonkotsu ramen
27506,10/5/17,3.64222E+15,1,burnt garlic tonkotsu ramen
27507,10/5/17,6.01665E+15,2,miso crab ramen
27508,10/5/17,6.01665E+15,2,miso crab ramen
27509,10/5/17,8.83388E+15,1,nagomi shoyu
27510,10/5/17,8.83388E+15,1,nagomi shoyu
27511,10/5/17,3.16433E+15,1,tonkotsu ramen
27512,10/5/17,3.16433E+15,1,tonkotsu ramen
27513,10/5/17,1.09774E+15,1,vegetarian spicy miso
27514,10/5/17,1.09774E+15,1,vegetarian spicy miso
27515,10/5/17,3.56584E+15,2,truffle butter ramen
27516,10/5/17,3.56584E+15,2,truffle butter ramen
27517,10/5/17,4.64814E+15,3,burnt garlic tonkotsu ramen
27518,10/5/17,4.64814E+15,3,burnt garlic tonkotsu ramen
27519,10/5/17,7.0391E+15,3,burnt garlic tonkotsu ramen
27520,10/5/17,7.0391E+15,3,burnt garlic tonkotsu ramen
27521,10/5/17,6.47241E+15,1,spicy miso ramen
27522,10/5/17,6.47241E+15,1,spicy miso ramen
27523,10/5/17,8.21432E+15,1,vegetarian curry + king trumpet mushroom ramen
27524,10/5/17,8.21432E+15,1,vegetarian curry + king trumpet mushroom ramen
27525,10/5/17,2.96191E+15,4,miso crab ramen
27526,10/5/17,2.96191E+15,4,miso crab ramen
27527,10/6/17,4.94862E+14,1,vegetarian curry + king trumpet mushroom ramen
27528,10/6/17,4.94862E+14,1,vegetarian curry + king trumpet mushroom ramen
27529,10/6/17,4.67051E+15,2,vegetarian spicy miso
27530,10/6/17,4.67051E+15,2,vegetarian spicy miso
27531,10/6/17,3.96166E+15,1,truffle butter ramen
27532,10/6/17,3.96166E+15,1,truffle butter ramen
27533,10/6/17,9.60703E+15,1,vegetarian spicy miso
27534,10/6/17,9.60703E+15,1,vegetarian spicy miso
27535,10/6/17,3.00346E+15,1,soft-shell miso crab ramen
27536,10/6/17,3.00346E+15,1,soft-shell miso crab ramen
27537,10/6/17,5.89866E+15,1,tonkotsu ramen
27538,10/6/17,5.89866E+15,1,tonkotsu ramen
27539,10/6/17,8.78339E+15,1,vegetarian curry + king trumpet mushroom ramen
27540,10/6/17,8.78339E+15,1,vegetarian curry + king trumpet mushroom ramen
27541,10/6/17,5.65545E+15,4,burnt garlic tonkotsu ramen
27542,10/6/17,5.65545E+15,4,burnt garlic tonkotsu ramen
27543,10/6/17,3.36257E+15,1,miso crab ramen
27544,10/6/17,3.36257E+15,1,miso crab ramen
27545,10/6/17,2.29888E+15,1,vegetarian spicy miso
27546,10/6/17,2.29888E+15,1,vegetarian spicy miso
27547,10/6/17,9.43492E+15,1,soft-shell miso crab ramen
27548,10/6/17,9.43492E+15,1,soft-shell miso crab ramen
27549,10/6/17,5.83677E+15,1,nagomi shoyu
27550,10/6/17,5.83677E+15,1,nagomi shoyu
27551,10/6/17,4.98836E+15,1,spicy miso ramen
27552,10/6/17,4.98836E+15,1,spicy miso ramen
27553,10/6/17,5.39735E+15,1,spicy miso ramen
27554,10/6/17,5.39735E+15,1,spicy miso ramen
27555,10/6/17,9.35167E+15,2,burnt garlic tonkotsu ramen
27556,10/6/17,9.35167E+15,2,burnt garlic tonkotsu ramen
27557,10/6/17,9.29474E+15,1,tonkotsu ramen
27558,10/6/17,9.29474E+15,1,tonkotsu ramen
27559,10/6/17,1.73078E+15,1,spicy miso ramen
27560,10/6/17,1.73078E+15,1,spicy miso ramen
27561,10/6/17,3.64774E+15,1,vegetarian spicy miso
27562,10/6/17,3.64774E+15,1,vegetarian spicy miso
27563,10/6/17,1.19059E+15,2,burnt garlic tonkotsu ramen
27564,10/6/17,1.19059E+15,2,burnt garlic tonkotsu ramen
27565,10/6/17,6.79383E+15,1,shio ramen
27566,10/6/17,6.79383E+15,1,shio ramen
27567,10/6/17,5.90034E+14,1,miso crab ramen
27568,10/6/17,5.90034E+14,1,miso crab ramen
27569,10/6/17,3.15552E+15,1,burnt garlic tonkotsu ramen
27570,10/6/17,3.15552E+15,1,burnt garlic tonkotsu ramen
27571,10/6/17,5.81893E+15,1,soft-shell miso crab ramen
27572,10/6/17,5.81893E+15,1,soft-shell miso crab ramen
27573,10/6/17,1.29545E+15,4,soft-shell miso crab ramen
27574,10/6/17,1.29545E+15,4,soft-shell miso crab ramen
27575,10/6/17,9.53237E+13,1,tori paitan ramen
27576,10/6/17,9.53237E+13,1,tori paitan ramen
27577,10/6/17,8.44001E+15,1,vegetarian spicy miso
27578,10/6/17,8.44001E+15,1,vegetarian spicy miso
27579,10/6/17,4.41543E+15,1,tori paitan ramen
27580,10/6/17,4.41543E+15,1,tori paitan ramen
27581,10/6/17,6.54225E+15,1,nagomi shoyu
27582,10/6/17,6.54225E+15,1,nagomi shoyu
27583,10/6/17,6.0918E+15,1,vegetarian curry + king trumpet mushroom ramen
27584,10/6/17,6.0918E+15,1,vegetarian curry + king trumpet mushroom ramen
27585,10/6/17,3.55649E+15,1,soft-shell miso crab ramen
27586,10/6/17,3.55649E+15,1,soft-shell miso crab ramen
27587,10/6/17,9.35309E+15,1,soft-shell miso crab ramen
27588,10/6/17,9.35309E+15,1,soft-shell miso crab ramen
